field_id,date,crop_type,variety,crop_age_days,growth_stage,soil_moisture,soil_temperature,soil_ph,nitrogen,phosphorus,potassium,temperature,humidity,rainfall,wind_speed,solar_radiation,irrigation_amount,fertilizer_amount,disease_score,pest_count,ndvi,actual_yield
F-019,2026-08-19,Cotton,Stoneville ST4990,47,Flowering,53.5,22.4,6.79,100.4,20.5,88.8,24.6,80.1,9.8,16.1,19.2,0.0,0.0,4.7,13,0.773,2.12
F-019,2026-08-20,Cotton,Stoneville ST4990,48,Flowering,46.9,25.7,6.8,100.0,20.4,88.7,27.7,69.6,0.0,4.7,20.4,0.0,0.0,4.9,9,0.794,2.08
F-019,2026-08-21,Cotton,Stoneville ST4990,49,Flowering,40.0,21.2,6.87,99.6,20.3,88.5,23.1,76.9,0.0,21.7,19.1,0.0,0.0,5.7,11,0.779,2.18
F-019,2026-08-22,Cotton,Stoneville ST4990,50,Grain/Pod Filling,30.8,25.9,6.97,99.2,20.2,88.4,28.5,44.5,0.0,16.0,23.7,0.0,0.0,5.3,7,0.797,2.07
F-019,2026-08-23,Cotton,Stoneville ST4990,51,Grain/Pod Filling,22.6,30.0,6.9,98.8,20.1,88.2,32.8,56.0,0.0,10.5,20.2,0.0,0.0,5.1,10,0.72,1.65
F-019,2026-08-24,Cotton,Stoneville ST4990,52,Grain/Pod Filling,18.3,22.4,6.87,98.4,20.0,88.1,26.0,49.2,0.0,15.1,24.8,0.0,0.0,4.8,7,0.693,1.74
F-019,2026-08-25,Cotton,Stoneville ST4990,53,Grain/Pod Filling,34.6,26.2,6.85,98.0,19.9,87.9,28.6,61.0,0.0,12.7,10.6,25.9,0.0,5.1,8,0.774,2.05
F-019,2026-08-26,Cotton,Stoneville ST4990,54,Grain/Pod Filling,28.8,28.4,6.74,97.6,19.8,87.8,31.3,58.1,0.0,19.2,24.3,0.0,0.0,4.8,6,0.789,1.93
F-019,2026-08-27,Cotton,Stoneville ST4990,55,Grain/Pod Filling,41.1,18.7,6.83,97.2,19.7,87.6,18.2,75.4,26.2,10.9,11.1,0.0,0.0,4.6,9,0.789,2.17
F-019,2026-08-28,Cotton,Stoneville ST4990,56,Grain/Pod Filling,45.9,19.0,6.88,96.8,19.6,87.5,20.1,82.8,13.0,8.3,18.2,0.0,0.0,4.4,12,0.776,2.14
F-019,2026-08-29,Cotton,Stoneville ST4990,57,Grain/Pod Filling,35.9,25.9,6.89,96.4,19.5,87.3,28.4,54.0,0.0,9.9,25.8,0.0,0.0,5.6,15,0.8,2.08
F-019,2026-08-30,Cotton,Stoneville ST4990,58,Grain/Pod Filling,47.3,22.9,6.81,96.0,19.4,87.2,23.8,65.7,0.0,16.2,23.9,19.5,0.0,5.1,15,0.746,2.18
F-019,2026-08-31,Cotton,Stoneville ST4990,59,Grain/Pod Filling,44.6,21.5,6.87,95.6,19.3,87.0,21.7,73.4,0.0,15.8,21.5,0.0,0.0,5.4,15,0.811,2.19
F-019,2026-09-01,Cotton,Stoneville ST4990,60,Grain/Pod Filling,41.8,20.5,6.82,95.2,19.2,86.9,20.9,89.6,3.7,8.2,13.5,0.0,0.0,5.5,14,0.74,2.18
F-020,2026-08-18,Rice,Diamond Long-Grain,78,Maturity,52.2,24.5,6.43,59.3,18.3,75.0,25.6,86.4,0.6,8.4,23.6,0.0,0.0,5.1,15,0.716,5.93
F-020,2026-08-19,Rice,Diamond Long-Grain,79,Maturity,43.3,22.9,6.34,58.9,18.2,74.8,24.6,72.1,0.0,7.4,29.1,0.0,0.0,4.7,11,0.824,5.5
F-020,2026-08-20,Rice,Diamond Long-Grain,80,Maturity,47.0,19.6,6.31,58.5,18.1,74.7,21.7,78.4,11.1,12.0,10.9,0.0,0.0,4.3,14,0.713,6.18
F-020,2026-08-21,Rice,Diamond Long-Grain,81,Maturity,42.5,21.8,6.4,58.1,18.0,74.5,23.3,73.3,0.0,11.7,25.6,0.0,0.0,5.1,11,0.792,6.01
F-020,2026-08-22,Rice,Diamond Long-Grain,82,Maturity,36.7,20.1,6.23,57.7,17.9,74.4,21.6,52.5,0.0,17.8,20.6,0.0,0.0,4.8,14,0.783,5.66
F-020,2026-08-23,Rice,Diamond Long-Grain,83,Maturity,48.5,23.1,6.28,57.3,17.8,74.2,25.3,70.3,0.0,8.6,29.6,18.5,0.0,4.2,15,0.802,5.88
F-020,2026-08-24,Rice,Diamond Long-Grain,84,Maturity,42.2,25.2,6.25,56.9,17.7,74.1,27.1,64.4,0.0,13.0,23.5,0.0,0.0,4.3,15,0.774,5.92
F-020,2026-08-25,Rice,Diamond Long-Grain,85,Maturity,35.0,26.0,6.33,56.5,17.6,73.9,28.1,68.0,0.0,19.9,26.6,0.0,0.0,4.4,18,0.769,5.72
F-020,2026-08-26,Rice,Diamond Long-Grain,86,Maturity,64.7,22.4,6.41,56.1,17.5,73.8,24.9,83.4,13.8,8.7,16.1,32.9,0.0,3.7,19,0.792,6.3
F-020,2026-08-27,Rice,Diamond Long-Grain,87,Maturity,57.3,26.5,6.28,55.7,17.4,73.6,30.1,66.3,0.0,17.0,32.0,0.0,0.0,3.3,20,0.763,5.42
F-020,2026-08-28,Rice,Diamond Long-Grain,88,Maturity,53.7,22.7,6.29,55.3,17.3,73.5,22.8,84.3,0.8,15.6,21.3,0.0,0.0,3.2,16,0.738,5.53
F-020,2026-08-29,Rice,Diamond Long-Grain,89,Maturity,60.3,19.2,6.37,54.9,17.2,73.3,19.0,96.4,12.0,15.1,13.1,0.0,0.0,3.7,12,0.774,5.34
F-020,2026-08-30,Rice,Diamond Long-Grain,90,Maturity,53.8,27.3,6.29,54.5,17.1,73.2,29.8,57.5,0.0,19.2,19.5,0.0,0.0,3.8,9,0.753,5.9
F-020,2026-08-31,Rice,Diamond Long-Grain,91,Maturity,45.4,24.7,6.25,54.1,17.0,73.0,26.9,98.0,0.7,15.0,18.1,0.0,0.0,4.0,6,0.794,6.01
F-020,2026-09-01,Rice,Diamond Long-Grain,92,Maturity,38.9,25.2,6.33,53.7,16.9,72.9,26.6,80.7,0.0,6.0,17.6,0.0,0.0,4.5,5,0.801,5.97
F-021,2026-08-18,Rice,Titan Hybrid,81,Maturity,46.6,20.8,7.3,125.9,27.1,202.8,22.6,50.5,0.0,10.7,26.2,0.0,0.0,5.5,11,0.774,5.81
F-021,2026-08-19,Rice,Titan Hybrid,82,Maturity,38.1,23.4,7.25,125.5,27.0,202.7,26.1,44.4,0.0,10.6,14.8,0.0,0.0,5.1,10,0.819,5.98
F-021,2026-08-20,Rice,Titan Hybrid,83,Maturity,47.9,26.0,7.32,125.1,26.9,202.5,28.5,79.2,2.6,11.2,17.9,17.2,0.0,5.5,9,0.758,5.81
F-021,2026-08-21,Rice,Titan Hybrid,84,Maturity,42.4,27.7,7.38,124.7,26.8,202.4,28.4,65.8,0.0,10.6,22.9,0.0,0.0,6.0,6,0.771,6.05
F-021,2026-08-22,Rice,Titan Hybrid,85,Maturity,59.9,18.6,7.36,124.3,26.7,202.2,19.2,87.9,25.3,19.3,12.5,0.0,0.0,5.3,8,0.806,6.14
F-021,2026-08-23,Rice,Titan Hybrid,86,Maturity,54.0,22.0,7.42,123.9,26.6,202.1,23.1,76.0,0.0,16.2,22.8,0.0,0.0,5.5,10,0.728,5.66
F-021,2026-08-24,Rice,Titan Hybrid,87,Maturity,49.5,23.6,7.35,123.5,26.5,201.9,25.9,81.4,3.1,4.3,24.2,0.0,0.0,5.5,9,0.783,5.81
F-021,2026-08-25,Rice,Titan Hybrid,88,Maturity,61.4,22.0,7.28,123.1,26.4,201.8,25.8,82.1,20.6,6.8,15.1,0.0,0.0,6.1,10,0.767,5.85
F-021,2026-08-26,Rice,Titan Hybrid,89,Maturity,55.7,23.9,7.33,122.7,26.3,201.6,25.6,66.2,0.0,13.9,20.7,0.0,0.0,6.4,10,0.746,6.22
F-021,2026-08-27,Rice,Titan Hybrid,90,Maturity,51.7,22.0,7.39,122.3,26.2,201.5,23.8,72.8,2.7,12.9,18.8,0.0,0.0,6.5,8,0.729,5.69
F-021,2026-08-28,Rice,Titan Hybrid,91,Maturity,45.6,20.1,7.34,121.9,26.1,201.3,22.6,71.1,0.3,19.3,32.0,0.0,0.0,6.4,10,0.781,6.14
F-021,2026-08-29,Rice,Titan Hybrid,92,Maturity,39.4,22.8,7.41,121.5,26.0,201.2,23.5,80.5,1.6,12.9,21.6,0.0,0.0,6.0,8,0.754,5.54
F-021,2026-08-30,Rice,Titan Hybrid,93,Maturity,57.9,23.9,7.31,121.1,25.9,201.0,25.1,60.0,0.0,19.7,19.1,28.1,0.0,6.0,4,0.815,6.17
F-021,2026-08-31,Rice,Titan Hybrid,94,Maturity,71.7,18.4,7.31,120.7,25.8,200.9,17.4,81.7,19.2,12.9,16.4,0.0,0.0,6.4,6,0.78,6.08
F-021,2026-09-01,Rice,Titan Hybrid,95,Maturity,64.3,27.0,7.39,120.3,25.7,200.7,29.5,69.2,0.0,14.6,22.2,0.0,0.0,7.3,2,0.79,5.84
F-022,2026-08-18,Soybean,Brevant B281EE,39,Flowering,27.1,21.7,6.32,129.5,34.7,142.4,24.1,68.1,0.0,17.9,26.1,0.0,0.0,4.7,18,0.743,3.51
F-022,2026-08-19,Soybean,Brevant B281EE,40,Flowering,22.1,22.8,6.18,187.0,52.0,153.9,24.0,53.3,0.0,2.0,19.9,0.0,57.9,5.6,14,0.701,3.06
F-022,2026-08-20,Soybean,Brevant B281EE,41,Flowering,26.1,19.2,6.36,128.7,34.5,142.1,20.5,83.2,14.4,5.7,21.0,0.0,0.0,4.9,17,0.73,3.2
F-022,2026-08-21,Soybean,Brevant B281EE,42,Flowering,16.0,22.4,6.2,128.3,34.4,142.0,24.6,58.9,0.0,15.7,32.0,0.0,0.0,4.9,18,0.691,3.01
F-022,2026-08-22,Soybean,Brevant B281EE,43,Flowering,9.5,24.6,6.28,127.9,34.3,141.8,26.4,56.1,0.0,12.4,16.6,0.0,0.0,4.4,15,0.674,2.48
F-022,2026-08-23,Soybean,Brevant B281EE,44,Flowering,8.0,24.2,6.34,127.5,34.2,141.7,25.0,78.1,0.0,14.7,25.3,0.0,0.0,4.0,14,0.66,2.53
F-022,2026-08-24,Soybean,Brevant B281EE,45,Flowering,8.0,19.5,6.16,127.1,34.1,141.5,21.2,58.1,0.0,14.7,24.2,0.0,0.0,4.4,11,0.691,2.63
F-022,2026-08-25,Soybean,Brevant B281EE,46,Flowering,8.0,27.8,6.17,126.7,34.0,141.4,30.7,76.8,0.0,25.5,16.1,0.0,0.0,5.0,11,0.663,2.56
F-022,2026-08-26,Soybean,Brevant B281EE,47,Flowering,8.0,27.3,6.24,126.3,33.9,141.2,29.8,46.9,0.0,8.7,22.1,0.0,0.0,5.2,13,0.673,2.53
F-022,2026-08-27,Soybean,Brevant B281EE,48,Flowering,8.0,22.7,6.2,125.9,33.8,141.1,25.4,69.0,0.0,17.8,26.2,0.0,0.0,5.4,9,0.711,2.61
F-022,2026-08-28,Soybean,Brevant B281EE,49,Flowering,8.0,28.3,6.24,125.5,33.7,140.9,30.8,61.3,0.0,11.7,17.0,0.0,0.0,5.4,10,0.667,2.59
F-022,2026-08-29,Soybean,Brevant B281EE,50,Grain/Pod Filling,8.0,28.2,6.28,125.1,33.6,140.8,30.7,58.1,0.0,12.3,23.5,0.0,0.0,5.6,8,0.676,2.54
F-022,2026-08-30,Soybean,Brevant B281EE,51,Grain/Pod Filling,8.0,22.7,6.19,124.7,33.5,140.6,23.9,66.8,0.0,10.2,25.1,0.0,0.0,5.8,7,0.682,2.51
F-022,2026-08-31,Soybean,Brevant B281EE,52,Grain/Pod Filling,8.0,24.4,6.25,124.3,33.4,140.5,26.5,68.6,0.0,25.1,22.0,0.0,0.0,5.8,4,0.676,2.39
F-022,2026-09-01,Soybean,Brevant B281EE,53,Grain/Pod Filling,8.0,22.2,6.33,123.9,33.3,140.3,24.0,61.1,0.0,17.5,19.0,0.0,0.0,6.4,2,0.707,2.61
F-023,2026-08-18,Cotton,Stoneville ST4990,58,Grain/Pod Filling,48.1,27.6,5.99,135.5,41.6,89.7,30.5,63.5,0.0,11.0,23.3,0.0,0.0,5.5,14,0.759,2.24
F-023,2026-08-19,Cotton,Stoneville ST4990,59,Grain/Pod Filling,41.6,27.6,6.03,135.1,41.5,89.5,29.1,59.9,0.0,13.0,20.5,0.0,0.0,6.0,14,0.803,2.06
F-023,2026-08-20,Cotton,Stoneville ST4990,60,Grain/Pod Filling,42.2,17.5,6.04,134.7,41.4,89.4,19.4,82.0,9.4,13.7,19.1,0.0,0.0,5.3,11,0.776,2.14
F-023,2026-08-21,Cotton,Stoneville ST4990,61,Grain/Pod Filling,37.5,24.1,6.05,134.3,41.3,89.2,25.5,58.9,0.0,2.0,22.4,0.0,0.0,4.1,12,0.762,2.19
F-023,2026-08-22,Cotton,Stoneville ST4990,62,Grain/Pod Filling,52.3,19.6,6.13,133.9,41.2,89.1,22.5,83.3,0.0,18.3,18.7,21.4,0.0,4.0,15,0.799,2.29
F-023,2026-08-23,Cotton,Stoneville ST4990,63,Grain/Pod Filling,45.0,24.2,6.08,133.5,41.1,88.9,25.8,66.3,0.0,9.3,25.3,0.0,0.0,4.5,11,0.798,2.06
F-023,2026-08-24,Cotton,Stoneville ST4990,64,Grain/Pod Filling,41.6,21.3,6.06,133.1,41.0,88.8,22.5,63.2,0.0,7.8,16.0,0.0,0.0,4.9,7,0.789,2.22
F-023,2026-08-25,Cotton,Stoneville ST4990,65,Grain/Pod Filling,34.2,23.2,6.07,209.7,64.0,104.0,24.7,56.6,0.0,18.7,21.6,0.0,77.0,5.3,3,0.794,2.13
F-023,2026-08-26,Cotton,Stoneville ST4990,66,Grain/Pod Filling,25.9,25.0,6.08,132.3,40.8,88.5,27.1,64.9,0.0,15.2,15.5,0.0,0.0,6.0,2,0.756,1.94
F-023,2026-08-27,Cotton,Stoneville ST4990,67,Grain/Pod Filling,20.6,18.1,6.05,131.9,40.7,88.3,19.1,82.1,3.0,7.6,17.2,0.0,0.0,6.3,2,0.744,1.78
F-023,2026-08-28,Cotton,Stoneville ST4990,68,Grain/Pod Filling,45.5,17.4,6.04,131.5,40.6,88.2,19.4,73.3,18.3,15.6,11.1,16.4,0.0,7.0,2,0.782,2.1
F-023,2026-08-29,Cotton,Stoneville ST4990,69,Grain/Pod Filling,38.6,24.2,5.99,131.1,40.5,88.0,27.5,57.1,0.0,2.0,20.6,0.0,0.0,7.0,2,0.834,2.2
F-023,2026-08-30,Cotton,Stoneville ST4990,70,Grain/Pod Filling,62.2,19.7,6.04,130.7,40.4,87.9,21.7,66.6,0.0,11.4,18.4,30.9,0.0,7.7,3,0.777,2.14
F-023,2026-08-31,Cotton,Stoneville ST4990,71,Grain/Pod Filling,56.7,27.1,6.04,130.3,40.3,87.7,28.3,58.2,0.0,9.9,25.6,0.0,0.0,7.7,2,0.82,2.22
F-023,2026-09-01,Cotton,Stoneville ST4990,72,Grain/Pod Filling,49.5,25.6,6.1,129.9,40.2,87.6,27.2,70.2,1.9,15.4,24.7,0.0,0.0,7.1,5,0.785,2.06
F-024,2026-08-18,Rice,Diamond Long-Grain,81,Maturity,45.6,26.6,6.23,73.0,60.3,156.5,29.2,81.1,0.0,14.8,21.5,0.0,0.0,3.9,10,0.772,6.04
F-024,2026-08-19,Rice,Diamond Long-Grain,82,Maturity,49.1,19.1,6.22,72.6,60.2,156.4,19.1,96.5,11.3,11.0,11.9,0.0,0.0,3.7,10,0.776,5.98
F-024,2026-08-20,Rice,Diamond Long-Grain,83,Maturity,44.0,23.6,6.31,72.2,60.1,156.2,23.9,57.2,0.0,12.4,28.6,0.0,0.0,3.6,10,0.752,5.53
F-024,2026-08-21,Rice,Diamond Long-Grain,84,Maturity,36.8,22.8,6.16,71.8,60.0,156.1,24.4,60.7,0.0,8.5,16.1,0.0,0.0,4.1,7,0.838,6.23
F-024,2026-08-22,Rice,Diamond Long-Grain,85,Maturity,54.8,24.5,6.23,71.4,59.9,155.9,26.4,64.9,0.0,4.1,29.8,27.5,0.0,3.9,3,0.798,5.96
F-024,2026-08-23,Rice,Diamond Long-Grain,86,Maturity,49.5,27.0,6.16,71.0,59.8,155.8,28.4,70.8,0.0,19.8,21.1,0.0,0.0,3.7,3,0.756,6.06
F-024,2026-08-24,Rice,Diamond Long-Grain,87,Maturity,41.6,22.2,6.15,70.6,59.7,155.6,23.2,81.4,0.8,22.1,27.1,0.0,0.0,4.8,2,0.775,6.15
F-024,2026-08-25,Rice,Diamond Long-Grain,88,Maturity,35.0,20.3,6.26,70.2,59.6,155.5,21.0,67.2,0.0,13.4,28.7,0.0,0.0,3.5,2,0.792,6.11
F-024,2026-08-26,Rice,Diamond Long-Grain,89,Maturity,41.8,28.3,6.22,69.8,59.5,155.3,29.5,66.4,0.0,24.4,16.5,17.8,0.0,3.8,3,0.798,5.85
F-024,2026-08-27,Rice,Diamond Long-Grain,90,Maturity,37.5,17.5,6.12,69.4,59.4,155.2,19.5,73.6,0.0,12.3,18.9,0.0,0.0,4.4,2,0.794,6.05
F-024,2026-08-28,Rice,Diamond Long-Grain,91,Maturity,31.8,25.8,6.09,69.0,59.3,155.0,27.4,78.7,0.0,8.5,24.2,0.0,0.0,4.5,5,0.736,5.38
F-024,2026-08-29,Rice,Diamond Long-Grain,92,Maturity,38.4,26.4,6.24,68.6,59.2,154.9,27.4,73.8,0.0,14.2,25.1,16.1,0.0,4.7,6,0.783,5.97
F-024,2026-08-30,Rice,Diamond Long-Grain,93,Maturity,56.2,23.4,6.19,68.2,59.1,154.7,26.5,86.8,1.6,18.4,18.0,24.7,0.0,3.9,5,0.774,6.29
F-024,2026-08-31,Rice,Diamond Long-Grain,94,Maturity,57.1,19.4,6.23,67.8,59.0,154.6,21.2,90.1,6.9,10.2,27.0,0.0,0.0,3.0,2,0.762,5.72
F-024,2026-09-01,Rice,Diamond Long-Grain,95,Maturity,50.4,27.5,6.21,67.4,58.9,154.4,27.8,60.9,0.0,18.1,19.6,0.0,0.0,3.6,2,0.767,6.1
F-025,2026-08-18,Corn,NK Corn N78N,44,Flowering,21.3,24.1,7.03,129.9,38.4,190.3,26.6,64.6,0.0,11.8,27.3,0.0,0.0,4.4,19,0.716,6.53
F-025,2026-08-19,Corn,NK Corn N78N,45,Flowering,15.8,25.9,7.07,129.5,38.3,190.1,28.4,59.8,0.0,13.6,28.7,0.0,0.0,3.8,19,0.674,5.68
F-025,2026-08-20,Corn,NK Corn N78N,46,Flowering,8.6,24.6,7.0,129.1,38.2,190.0,26.7,75.6,0.0,14.7,14.7,0.0,0.0,4.2,20,0.698,5.12
F-025,2026-08-21,Corn,NK Corn N78N,47,Flowering,8.0,20.9,7.03,128.7,38.1,189.8,22.0,73.7,0.0,13.8,15.5,0.0,0.0,4.7,18,0.656,4.48
F-025,2026-08-22,Corn,NK Corn N78N,48,Flowering,8.0,25.2,7.1,128.3,38.0,189.7,26.8,69.0,0.0,16.1,25.1,0.0,0.0,5.1,20,0.691,4.64
F-025,2026-08-23,Corn,NK Corn N78N,49,Flowering,8.0,22.6,7.07,127.9,37.9,189.5,25.2,72.5,0.0,15.4,20.4,0.0,0.0,5.5,22,0.682,5.03
F-025,2026-08-24,Corn,NK Corn N78N,50,Grain/Pod Filling,8.0,20.1,7.03,127.5,37.8,189.4,21.7,59.6,0.0,5.9,20.7,0.0,0.0,5.4,22,0.653,4.88
F-025,2026-08-25,Corn,NK Corn N78N,51,Grain/Pod Filling,8.0,27.0,7.13,127.1,37.7,189.2,28.1,81.4,7.1,14.2,19.5,0.0,0.0,5.5,23,0.641,4.74
F-025,2026-08-26,Corn,NK Corn N78N,52,Grain/Pod Filling,8.0,24.1,7.04,126.7,37.6,189.1,25.2,51.7,0.0,23.7,17.7,0.0,0.0,4.8,23,0.672,4.69
F-025,2026-08-27,Corn,NK Corn N78N,53,Grain/Pod Filling,8.0,23.4,7.12,126.3,37.5,188.9,23.8,55.2,0.0,8.6,27.4,0.0,0.0,4.8,22,0.665,4.8
F-025,2026-08-28,Corn,NK Corn N78N,54,Grain/Pod Filling,8.0,25.2,7.04,125.9,37.4,188.8,27.6,71.6,0.0,7.6,25.5,0.0,0.0,6.1,24,0.688,5.05
F-025,2026-08-29,Corn,NK Corn N78N,55,Grain/Pod Filling,8.0,18.3,7.03,125.5,37.3,188.6,19.4,60.5,0.0,8.8,22.5,0.0,0.0,6.9,25,0.673,4.63
F-025,2026-08-30,Corn,NK Corn N78N,56,Grain/Pod Filling,8.0,17.4,7.07,125.1,37.2,188.5,20.6,70.4,0.0,15.5,20.6,0.0,0.0,7.0,28,0.651,4.68
F-025,2026-08-31,Corn,NK Corn N78N,57,Grain/Pod Filling,8.0,26.2,7.07,124.7,37.1,188.3,27.7,78.4,0.0,15.8,15.9,0.0,0.0,7.2,29,0.647,4.65
F-025,2026-09-01,Corn,NK Corn N78N,58,Grain/Pod Filling,8.0,26.6,7.04,124.3,37.0,188.2,28.2,68.8,0.0,11.3,25.7,0.0,0.0,5.9,29,0.643,4.44
F-026,2026-08-18,Cotton,Stoneville ST4990,48,Flowering,48.2,24.4,6.59,60.4,23.5,112.7,25.1,51.7,0.0,13.7,29.3,0.0,0.0,5.1,21,0.759,2.11
F-026,2026-08-19,Cotton,Stoneville ST4990,49,Flowering,41.5,24.2,6.44,60.0,23.4,112.6,28.4,63.7,0.0,16.6,15.0,0.0,0.0,4.7,22,0.794,2.29
F-026,2026-08-20,Cotton,Stoneville ST4990,50,Grain/Pod Filling,36.3,22.5,6.47,59.6,23.3,112.4,24.3,76.0,0.0,6.2,22.0,0.0,0.0,3.8,21,0.764,2.19
F-026,2026-08-21,Cotton,Stoneville ST4990,51,Grain/Pod Filling,27.9,22.8,6.51,59.2,23.2,112.3,27.1,63.7,0.0,17.4,28.6,0.0,0.0,2.7,17,0.759,1.89
F-026,2026-08-22,Cotton,Stoneville ST4990,52,Grain/Pod Filling,52.9,22.3,6.57,58.8,23.1,112.1,22.1,62.4,0.0,11.3,21.4,33.2,0.0,2.6,19,0.776,2.13
F-026,2026-08-23,Cotton,Stoneville ST4990,53,Grain/Pod Filling,46.6,21.3,6.53,58.4,23.0,112.0,23.2,71.9,0.0,13.6,21.4,0.0,0.0,2.3,16,0.805,2.07
F-026,2026-08-24,Cotton,Stoneville ST4990,54,Grain/Pod Filling,41.0,20.0,6.58,58.0,22.9,111.8,22.0,56.5,0.0,4.4,27.8,0.0,0.0,2.0,15,0.799,2.25
F-026,2026-08-25,Cotton,Stoneville ST4990,55,Grain/Pod Filling,39.4,19.3,6.64,57.6,22.8,111.7,20.1,92.8,2.5,14.3,15.6,0.0,0.0,2.7,11,0.805,2.13
F-026,2026-08-26,Cotton,Stoneville ST4990,56,Grain/Pod Filling,62.8,26.5,6.54,57.2,22.7,111.5,28.2,57.4,0.0,12.8,26.0,34.3,0.0,3.0,10,0.778,2.14
F-026,2026-08-27,Cotton,Stoneville ST4990,57,Grain/Pod Filling,57.2,23.0,6.52,56.8,22.6,111.4,24.8,61.5,0.0,12.5,20.3,0.0,0.0,2.7,12,0.742,2.23
F-026,2026-08-28,Cotton,Stoneville ST4990,58,Grain/Pod Filling,51.7,20.9,6.61,56.4,22.5,111.2,22.6,64.3,0.0,15.8,23.2,0.0,0.0,3.1,14,0.758,2.01
F-026,2026-08-29,Cotton,Stoneville ST4990,59,Grain/Pod Filling,44.9,23.1,6.53,56.0,22.4,111.1,25.1,65.0,0.0,22.0,18.4,0.0,0.0,3.8,17,0.767,2.15
F-026,2026-08-30,Cotton,Stoneville ST4990,60,Grain/Pod Filling,42.4,17.3,6.56,55.6,22.3,110.9,19.1,93.1,4.1,24.9,17.4,0.0,0.0,4.6,15,0.761,2.16
F-026,2026-08-31,Cotton,Stoneville ST4990,61,Grain/Pod Filling,36.4,19.9,6.62,55.2,22.2,110.8,21.0,43.9,0.0,9.6,27.4,0.0,0.0,3.8,15,0.78,2.13
F-026,2026-09-01,Cotton,Stoneville ST4990,62,Grain/Pod Filling,56.6,21.2,6.57,54.8,22.1,110.6,22.3,61.0,0.0,13.2,21.9,28.9,0.0,3.4,17,0.797,2.11
F-027,2026-08-18,Cotton,Deltapine DP1646,80,Maturity,49.5,25.7,6.89,146.4,23.3,157.3,27.5,80.6,0.0,3.7,20.7,0.0,0.0,5.1,10,0.815,2.09
F-027,2026-08-19,Cotton,Deltapine DP1646,81,Maturity,41.8,24.3,6.94,146.0,23.2,157.2,25.8,46.9,0.0,11.7,23.4,0.0,0.0,5.1,9,0.768,2.18
F-027,2026-08-20,Cotton,Deltapine DP1646,82,Maturity,36.7,25.5,6.88,145.6,23.1,157.0,26.8,61.8,0.0,11.9,23.1,0.0,0.0,5.3,9,0.765,2.07
F-027,2026-08-21,Cotton,Deltapine DP1646,83,Maturity,27.1,24.5,7.01,145.2,23.0,156.9,28.6,65.0,0.0,19.6,20.1,0.0,0.0,5.1,10,0.744,2.0
F-027,2026-08-22,Cotton,Deltapine DP1646,84,Maturity,35.2,24.6,6.91,144.8,22.9,156.7,27.0,57.2,0.0,16.1,26.4,17.2,0.0,4.8,11,0.803,2.11
F-027,2026-08-23,Cotton,Deltapine DP1646,85,Maturity,50.5,26.1,6.93,144.4,22.8,156.6,27.7,92.7,0.0,15.3,21.1,24.3,0.0,5.1,9,0.807,2.11
F-027,2026-08-24,Cotton,Deltapine DP1646,86,Maturity,55.3,25.8,6.9,144.0,22.7,156.4,27.7,98.0,12.6,11.3,16.7,0.0,0.0,4.8,8,0.806,2.17
F-027,2026-08-25,Cotton,Deltapine DP1646,87,Maturity,47.4,26.7,6.95,143.6,22.6,156.3,30.0,58.1,0.0,6.4,24.6,0.0,0.0,5.1,5,0.799,2.11
F-027,2026-08-26,Cotton,Deltapine DP1646,88,Maturity,38.9,22.3,7.05,143.2,22.5,156.1,23.3,61.3,0.0,14.5,20.1,0.0,0.0,4.0,5,0.795,2.27
F-027,2026-08-27,Cotton,Deltapine DP1646,89,Maturity,31.2,24.7,6.81,142.8,22.4,156.0,26.1,57.7,0.0,3.9,17.2,0.0,0.0,5.2,2,0.779,2.14
F-027,2026-08-28,Cotton,Deltapine DP1646,90,Maturity,40.8,24.7,6.82,142.4,22.3,155.8,26.7,61.8,0.0,11.5,20.0,16.1,0.0,5.4,5,0.764,2.25
F-027,2026-08-29,Cotton,Deltapine DP1646,91,Maturity,35.7,25.8,6.93,142.0,22.2,155.7,27.2,48.7,0.0,12.0,25.9,0.0,0.0,5.5,2,0.8,2.09
F-027,2026-08-30,Cotton,Deltapine DP1646,92,Maturity,31.9,22.7,6.94,141.6,22.1,155.5,23.4,88.9,1.3,15.6,26.6,0.0,0.0,6.0,4,0.783,2.09
F-027,2026-08-31,Cotton,Deltapine DP1646,93,Maturity,24.5,24.4,6.88,141.2,22.0,155.4,26.0,60.2,0.0,13.7,24.5,0.0,0.0,6.3,4,0.716,1.79
F-027,2026-09-01,Cotton,Deltapine DP1646,94,Maturity,30.1,23.9,6.9,140.8,21.9,155.2,26.1,85.0,12.5,11.1,15.2,0.0,0.0,6.6,2,0.732,2.04
F-028,2026-08-18,Soybean,Asgrow AG36X6,58,Grain/Pod Filling,48.3,25.3,6.85,55.8,41.5,163.9,26.9,73.3,0.0,4.8,18.1,0.0,0.0,30.6,15,0.701,3.27
F-028,2026-08-19,Soybean,Asgrow AG36X6,59,Grain/Pod Filling,44.1,18.1,6.77,55.4,41.4,163.7,21.6,84.7,0.0,16.1,16.4,0.0,0.0,32.2,15,0.729,3.31
F-028,2026-08-20,Soybean,Asgrow AG36X6,60,Grain/Pod Filling,46.4,18.4,6.79,55.0,41.3,163.6,19.2,74.5,7.6,11.4,14.7,0.0,0.0,34.0,13,0.715,3.36
